surface	path	source_ref	live_state	line_count_or_size	bucket	decision_note
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/calculations/計算_第二の力の局在形状.md	refs/stash	present-untracked-or-ignored	8107 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/calculations/計算_結合次数と演算子の強制性.md	refs/stash	present-untracked-or-ignored	27851 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/calculations/証明_CM戦略の圏論的定式化.md	refs/stash	present-untracked-or-ignored	22076 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/calculations/調査_AgentSwing忘却Hyphē接続.md	refs/stash	present-untracked-or-ignored	8405 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/calculations/調査_圏論的基礎における存在.md	refs/stash	present-untracked-or-ignored	12623 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/calculations/論文II_v1.2_パッチ.md	refs/stash	present-untracked-or-ignored	15466 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/.gitkeep	refs/stash	present-untracked-or-ignored	0 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/2026-04-11_T抽象化実験メモ.md	refs/stash	missing	24570 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/Face5Lemma_draft.md	refs/stash	present-untracked-or-ignored	151894 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/Face5Lemma_draft.meta.md	refs/stash	present-untracked-or-ignored	12990 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/Fisher_SAMを超えて.md	refs/stash	missing	12547 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/Mythos×忘却論_接続分析.md	refs/stash	missing	19853 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/Parzygnatのアイデアを超えて.md	refs/stash	missing	15963 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/TriAttention×忘却論_考察.md	refs/stash	missing	18164 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/pentagon_sigma_conjecture.md	refs/stash	missing	47226 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/incubator/力とは忘却である_v2.md	refs/stash	missing	289198 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/ChatGPT_APP_忘却論監査_BRIEF.md	refs/stash	missing	4372 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/ChatGPT_APP_忘却論監査_構築ガイド.md	refs/stash	missing	10049 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/FaceLemma_技術設計.md	refs/stash	present-untracked-or-ignored	23463 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/SWE-bench全件検証_実験計画書.md	refs/stash	present-untracked-or-ignored	10907 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/arXiv_整合修正チェックリスト.md	refs/stash	present-untracked-or-ignored	4155 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/ポパー適用不能_証明梯子.md	refs/stash	present-untracked-or-ignored	16864 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/モノグラフ構成設計.md	refs/stash	missing	11522 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/リファレンス/FaceLemma.md	refs/stash	present-untracked-or-ignored	14988 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/リファレンス/論文投稿リファレンス.md	refs/stash	present-untracked-or-ignored	49264 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/忘却論オンボーディング.md	refs/stash	missing	5663 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/批判反証レジストリ.md	refs/stash	missing	14815 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/第10章_統合章_忘却の先行性_草稿.md	refs/stash	present-untracked-or-ignored	30685 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/統一記号表.md	refs/stash	missing	28052 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/論文II_外部監査プロンプト_10軸.md	refs/stash	missing	11402 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/infra/論文I_外部監査プロンプト_10軸.md	refs/stash	missing	8652 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文0_忘却の忘却_草稿.md	refs/stash	present-untracked-or-ignored	84475 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文III_Markov圏の向こう側_草稿.md	refs/stash	present-untracked-or-ignored	194083 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文II_相補性は忘却である_草稿.md	refs/stash	present-untracked-or-ignored	188420 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文IV_なぜ効果量は小さいか_草稿.md	refs/stash	present-untracked-or-ignored	119301 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文IX_エントロピーは忘却である_草稿.md	refs/stash	present-untracked-or-ignored	41103 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文I_力としての忘却_草稿.md	refs/stash	present-untracked-or-ignored	156763 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文VIII_存在は忘却に先行する_草稿.md	refs/stash	present-untracked-or-ignored	88383 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文VII_知覚は忘却である_草稿.md	refs/stash	present-untracked-or-ignored	96282 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文VI_行為可能性は忘却である_草稿.md	refs/stash	present-untracked-or-ignored	40810 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文V_繰り込みは忘却である_草稿.md	refs/stash	present-untracked-or-ignored	150325 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文XII_速度は忘却である_草稿.md	refs/stash	present-untracked-or-ignored	75504 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文XI_プロンプトは忘却である_草稿.md	refs/stash	present-untracked-or-ignored	69373 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/series/論文X_ContextRotは忘却である_草稿.md	refs/stash	present-untracked-or-ignored	30256 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/5cell_phi_sector_FORK_v0.1.md	refs/stash	present-untracked-or-ignored	50740 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/math_oblivion_reading/SERIES_meta.md	refs/stash	missing	21283 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/エッセイ_理解と予測の随伴.md	refs/stash	present-untracked-or-ignored	24764 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/レター_Inoué定理との合流_草稿.md	refs/stash	missing	14469 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/反証可能性は死んだ_エッセイ.md	refs/stash	present-untracked-or-ignored	71249 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/四則演算は忘却の選択である_たたき台.md	refs/stash	missing	11306 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/抽象化の忘却的定式化_v1.md	refs/stash	present-untracked-or-ignored	34249 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/比較射σの統一定理_v0.6.md	refs/stash	missing	101679 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/比較射σの統一定理_v0.6.meta.md	refs/stash	missing	12955 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/drafts/standalone/類推的自由エネルギー_草稿.md	refs/stash	present-untracked-or-ignored	30794 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/experiments/alpha_transition_layer.py	refs/stash	present-untracked-or-ignored	13867 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/experiments/analyze_traj.py	refs/stash	present-untracked-or-ignored	3561 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/experiments/api_test.py	refs/stash	present-untracked-or-ignored	1458 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/experiments/bbh_eta_lite.py	refs/stash	present-untracked-or-ignored	7509 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
root:refs/stash-added	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/03_忘却論｜Oblivion/experiments/bbh_eta_squared.py	refs/stash	present-untracked-or-ignored	11924 bytes	nested-or-root-reconcile	present in refs/stash but absent from current HEAD
